From	Entry	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
MBD98793.1	A0A2E4G173	A0A2E4G173_9BACT	unreviewed	Histidine kinase	CMO34_03035	Verrucomicrobia bacterium	72		
MAK64877.1	A0A2D7Y616	A0A2D7Y616_9PROT	unreviewed	Methyl-accepting chemotaxis protein	CMF75_09120	Maricaulis sp	489	plasma membrane [GO:0005886]; signal transduction [GO:0007165]	GO:0005886; GO:0007165
HHL51890.1	A0A7C5LWM5	A0A7C5LWM5_9BACT	unreviewed	ATP-binding cassette domain-containing protein	ENJ39_00810	Flammeovirgaceae bacterium	304	ATP binding [GO:0005524]	GO:0005524
PCI99025.1	A0A2A4YXK2	A0A2A4YXK2_9FLAO	unreviewed	Porin	COB15_05010	Flavobacteriales bacterium	411		
SNT29378.1	A0A239LHK5	A0A239LHK5_9BACT	unreviewed	Lysophospholipase L1	SAMN05421640_3245	Ekhidna lutea	192		
MBI75577.1	A0A2E5UYE1	A0A2E5UYE1_9PROT	unreviewed	RusA family crossover junction endodeoxyribonuclease	CMH94_08245	Oceanicaulis sp	112	magnesium ion binding [GO:0000287]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	GO:0000287; GO:0006281; GO:0006310
HAE30140.1	A0A3B9H626	A0A3B9H626_9FLAO	unreviewed	AsmA_2 domain-containing protein	DCF89_03420	Flavobacteriales bacterium	675	membrane [GO:0016020]	GO:0016020
MBN51692.1	A0A2E7IVF6	A0A2E7IVF6_9GAMM	unreviewed	Long-chain-acyl-CoA synthetase	CMN85_19325	Spongiibacteraceae bacterium	606		
OLF71732.1	A0A1Q8FIW8	A0A1Q8FIW8_9PROT	unreviewed	General secretion pathway protein K	AWH62_11365	Maricaulis sp. W15	246	plasma membrane [GO:0005886]; protein secretion [GO:0009306]	GO:0005886; GO:0009306
ABI66593.1	Q0AMA0	Q0AMA0_MARMM	unreviewed	Diguanylate cyclase/phosphodiesterase	Mmar10_2301	Maricaulis maris (strain MCS10)	806		
MAK65254.1	A0A2D7Y736	A0A2D7Y736_9PROT	unreviewed	Galactose oxidase	CMF75_11030	Maricaulis sp	238		
RKR02840.1	A0A495DJP7	A0A495DJP7_9PROT	unreviewed	Response regulator receiver modulated diguanylate cyclase	C7435_0780	Maricaulis maris	443	phosphorelay signal transduction system [GO:0000160]	GO:0000160
PCI97793.1	A0A2A4YSN2	A0A2A4YSN2_9FLAO	unreviewed	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	groL groEL COB15_07220	Flavobacteriales bacterium	546	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	GO:0005524; GO:0005737; GO:0016853; GO:0042026; GO:0051082; GO:0140662
PCI94584.1	A0A2A4YIP5	A0A2A4YIP5_9FLAO	unreviewed	Peptidase S8	COB15_13770	Flavobacteriales bacterium	525	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	GO:0004252; GO:0006508
KJS04424.1	A0A0F2NQW3	A0A0F2NQW3_9FLAO	unreviewed	Multidrug ABC transporter ATPase	VR77_11715	Flavobacteriales bacterium BRH_c54	586	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	GO:0005524; GO:0016020; GO:0140359
PCJ28766.1	A0A2A5BCM1	A0A2A5BCM1_9FLAO	unreviewed	Phenylacetate-CoA oxygenase subunit PaaJ	paaJ COA97_00040	Flavobacteriales bacterium	167		
CAE7860169.1	A0A813A971	A0A813A971_SYMMI	unreviewed	PAPS_reduct domain-containing protein	SMIC04503_LOCUS30998	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	797	catalytic activity [GO:0003824]	GO:0003824
HBX67658.1	A0A359E8N4	A0A359E8N4_9BACT	unreviewed	Acyl-CoA desaturase	DEG32_16455	Balneolaceae bacterium	115	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]	GO:0016020; GO:0016491
CAG7581250.1	A0A8D9FRT2	A0A8D9FRT2_9VIRU	unreviewed	DUF4070 domain-containing protein	SLAVMIC_00749	uncultured marine phage	227		
PJA08006.1	A0A2M7VW71	A0A2M7VW71_9FLAO	unreviewed	Por_Secre_tail domain-containing protein	COX70_04970	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	750		
CAG7581091.1	A0A8D9FQZ3	A0A8D9FQZ3_9VIRU	unreviewed	Peptidase S74 domain-containing protein	SLAVMIC_00657	uncultured marine phage	1621		
RKR03773.1	A0A495DLG4	A0A495DLG4_9PROT	unreviewed	Protein tyrosine/serine phosphatase	C7435_0212	Maricaulis maris	284	phosphoprotein phosphatase activity [GO:0004721]; dephosphorylation [GO:0016311]	GO:0004721; GO:0016311
PJB16100.1	A0A2M8AER3	A0A2M8AER3_9FLAO	unreviewed	PKD domain-containing protein	CO118_01105	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	608		
PJA07236.1	A0A2M7VU50	A0A2M7VU50_9FLAO	unreviewed	50S ribosomal protein L2	rplB COX70_07520	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	274	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843
OFY98110.1	A0A1F3R7B6	A0A1F3R7B6_9BACT	unreviewed	Ribosome maturation factor RimM	rimM A3K10_00565	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	179	cytoplasm [GO:0005737]; ribosome [GO:0005840]; ribosome binding [GO:0043022]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	GO:0005737; GO:0005840; GO:0006364; GO:0042274; GO:0043022
PCI92973.1	A0A2A4YDV4	A0A2A4YDV4_9FLAO	unreviewed	Aminotransferase	COB15_17100	Flavobacteriales bacterium	413	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]	GO:0008483; GO:0009058; GO:0030170
PJA07556.1	A0A2M7VV24	A0A2M7VV24_9FLAO	unreviewed	Type IX secretion system membrane protein PorP/SprF	COX70_06245	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	332		
OLF81505.1	A0A1Q8G1K3	A0A1Q8G1K3_9PROT	unreviewed	Transcriptional regulator	AWH62_02205	Maricaulis sp. W15	193		
HCS17121.1	A0A3D4LXK1	A0A3D4LXK1_9SPHN	unreviewed	Glycosyltransferase family 4 protein	DIW45_04435	Erythrobacter sp	218	transferase activity [GO:0016740]	GO:0016740
MAK63903.1	A0A2D7Y3A3	A0A2D7Y3A3_9PROT	unreviewed	Acyl-CoA dehydrogenase	CMF75_04025	Maricaulis sp	245	"flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]"	GO:0016627; GO:0050660
PCJ00840.1	A0A2A4Z269	A0A2A4Z269_9FLAO	unreviewed	LTD domain-containing protein	COB15_01850	Flavobacteriales bacterium	1128		
OYT87573.1	A0A257CDW4	A0A257CDW4_9BURK	unreviewed	Glyoxalase	CFE46_10480	Burkholderiales bacterium PBB6	129		
PJA09516.1	A0A2M7VY66	A0A2M7VY66_9FLAO	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB COX70_01565	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	489	IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]	GO:0000166; GO:0003938; GO:0006177; GO:0046872
OLF77844.1	A0A1Q8FV34	A0A1Q8FV34_9PROT	unreviewed	Bac_transf domain-containing protein	AWH62_04005	Maricaulis sp. W15	519	membrane [GO:0016020]; transferase activity [GO:0016740]; polysaccharide biosynthetic process [GO:0000271]	GO:0000271; GO:0016020; GO:0016740
SIS97661.1	A0A1N7NHC5	A0A1N7NHC5_9RHOB	unreviewed	ABC transporter ATP-binding protein	SAMN05421759_10895	Roseivivax lentus	24		
PIZ05791.1	A0A2M7RUS4	A0A2M7RUS4_9FLAO	unreviewed	COesterase domain-containing protein	COY57_05400	Flavobacteriales bacterium CG_4_10_14_0_8_um_filter_32_5	213		
MBR07680.1	A0A2E8MVM9	A0A2E8MVM9_9RICK	unreviewed	Cation transporter	CMP48_08325	Rickettsiales bacterium	1281	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to toxic substance [GO:0009636]	GO:0005886; GO:0009636; GO:0022857
OLF71768.1	A0A1Q8FJ02	A0A1Q8FJ02_9PROT	unreviewed	SnoaL-like domain-containing protein	AWH62_11570	Maricaulis sp. W15	184		
KAB2859596.1	A0A7J5EEZ5	A0A7J5EEZ5_9FLAO	unreviewed	General secretion pathway protein GspD	F9K09_01370	Flavobacteriales bacterium	641	protein secretion [GO:0009306]	GO:0009306
MAI78274.1	A0A2D7HXZ1	A0A2D7HXZ1_9DELT	unreviewed	DUF3880 domain-containing protein	CL917_04990	Deltaproteobacteria bacterium	993		
MBD59449.1	A0A2E4CU27	A0A2E4CU27_9SPHN	unreviewed	Aspartate--tRNA ligase	CL808_04935	Citromicrobium sp	303	cytoplasm [GO:0005737]; aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; tRNA aminoacylation for protein translation [GO:0006418]	GO:0003676; GO:0004812; GO:0005524; GO:0005737; GO:0006418
NBG65696.1	A0A6N9NGC6	A0A6N9NGC6_9FLAO	unreviewed	TonB-dependent receptor	GQN54_06175	Acidiluteibacter ferrifornacis	794		
OLF80682.1	A0A1Q8FZ60	A0A1Q8FZ60_9PROT	unreviewed	Secreted protein	AWH62_14355	Maricaulis sp. W15	124		
MAC38959.1	A0A2D5FR96	A0A2D5FR96_9PROT	unreviewed	IS3 family transposase	CMH93_05455	Oceanicaulis sp	108	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
MAU21399.1	A0A2E1B8Y9	A0A2E1B8Y9_9HYPH	unreviewed	ABC transporter substrate-binding protein	CMH13_12835	Martelella sp	531	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; transmembrane transport [GO:0055085]	GO:0042597; GO:0043190; GO:0055085
PJB15585.1	A0A2M8ADH5	A0A2M8ADH5_9FLAO	unreviewed	Tetratricopeptide repeat protein	CO118_02915	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	673	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
OLF72208.1	A0A1Q8FJT7	A0A1Q8FJT7_9PROT	unreviewed	Beta-lactamase domain-containing protein	AWH62_10185	Maricaulis sp. W15	367	peptidase activity [GO:0008233]; proteolysis [GO:0006508]	GO:0006508; GO:0008233
PJA08434.1	A0A2M7VWX0	A0A2M7VWX0_9FLAO	unreviewed	Neutral metalloproteinase	COX70_03695	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	1066	metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	GO:0004222; GO:0006508
RKR00269.1	A0A495DD84	A0A495DD84_9PROT	unreviewed	LytTr DNA-binding domain-containing protein	C7435_1473	Maricaulis maris	481	membrane [GO:0016020]; DNA binding [GO:0003677]	GO:0003677; GO:0016020
QNL20378.1	A0A7G8ZNP3	A0A7G8ZNP3_9PROT	unreviewed	Beta-lactamase family protein	HXX25_11745	Hyphobacterium sp. CCMP332	466	membrane [GO:0016020]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]	GO:0006508; GO:0008233; GO:0016020
HHN67691.1	A0A7C5WJ40	A0A7C5WJ40_9PROT	unreviewed	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	ENK15_06615	Thermopetrobacter sp	142	acetate-CoA ligase activity [GO:0003987]	GO:0003987
OLF81176.1	A0A1Q8G0L0	A0A1Q8G0L0_9PROT	unreviewed	50S ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	bipA AWH62_00425	Maricaulis sp. W15	609	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	GO:0000027; GO:0000049; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0019843; GO:0043022; GO:0097216
PCI94950.1	A0A2A4YK21	A0A2A4YK21_9FLAO	unreviewed	DUF4861 domain-containing protein	COB15_12920	Flavobacteriales bacterium	436		
ABI65027.1	Q0ARR0	Q0ARR0_MARMM	unreviewed	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF Mmar10_0734	Maricaulis maris (strain MCS10)	318	cytoplasm [GO:0005737]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; protoporphyrinogen IX biosynthetic process [GO:0006782]	GO:0004109; GO:0005737; GO:0006782; GO:0042803; GO:0046872
MAC39749.1	A0A2E5UX14	A0A2E5UX14_9PROT	unreviewed	DUF4345 domain-containing protein	CMH93_09540 CMH94_04330	Oceanicaulis sp	130	membrane [GO:0016020]	GO:0016020
RZJ43738.1	A0A519L372	A0A519L372_9CAUL	unreviewed	Autotransporter outer membrane beta-barrel domain-containing protein	EON86_04655	Brevundimonas sp	875		
PCJ00193.1	A0A2A4YZF6	A0A2A4YZF6_9FLAO	unreviewed	T9SS type A sorting domain-containing protein	COB15_03410	Flavobacteriales bacterium	1785		
MAC39413.1	A0A2E5UXE3	A0A2E5UXE3_9PROT	unreviewed	Ammonia permease	CMH93_07800 CMH94_06405	Oceanicaulis sp	392	membrane [GO:0016020]	GO:0016020
PCJ00442.1	A0A2A4Z0E8	A0A2A4Z0E8_9FLAO	unreviewed	3-oxoadipyl-CoA thiolase (EC 2.3.1.174)	pcaF COB15_02740	Flavobacteriales bacterium	402	"3-oxoadipyl-CoA thiolase activity [GO:0033812]; 3,4-dihydroxybenzoate catabolic process [GO:0019619]"	GO:0019619; GO:0033812
NNF22958.1	A0A7Y2HCV9	A0A7Y2HCV9_9BACT	unreviewed	SDR family oxidoreductase	HKN67_13550	Saprospiraceae bacterium	471		
PCJ28362.1	A0A2A5BA47	A0A2A5BA47_9FLAO	unreviewed	Transketolase	COA97_01665	Flavobacteriales bacterium	281		
MAX71902.1	A0A2E2EUW8	A0A2E2EUW8_9FLAO	unreviewed	ABM domain-containing protein	CMC76_12530	Flavobacteriaceae bacterium	131		
MBI75305.1	A0A2E5UXQ3	A0A2E5UXQ3_9PROT	unreviewed	DNA polymerase III subunit alpha	CMH94_06845	Oceanicaulis sp	431	3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]; DNA replication [GO:0006260]	GO:0003676; GO:0006260; GO:0008408
QDV10003.1	A0A518F0Y9	A0A518F0Y9_9BACT	unreviewed	Phytochrome-like protein cph1 (EC 2.7.13.3)	cph1_7 Poly30_55640	Planctomycetes bacterium Poly30	618	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155
SNT16599.1	A0A239KG27	A0A239KG27_9BACT	unreviewed	Por secretion system C-terminal sorting domain-containing protein	SAMN05421640_2607	Ekhidna lutea	1656	cysteine-type peptidase activity [GO:0008234]; proteolysis [GO:0006508]	GO:0006508; GO:0008234
PKP44803.1	A0A2N2ZR94	A0A2N2ZR94_9BACT	unreviewed	ABC transporter ATP-binding protein/permease	CVT95_10750	Bacteroidetes bacterium HGW-Bacteroidetes-12	304	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	GO:0005524; GO:0016020; GO:0140359
MAC39368.1	A0A2D5FSG6	A0A2D5FSG6_9PROT	unreviewed	Methyl-accepting chemotaxis protein	CMH93_07560	Oceanicaulis sp	714	plasma membrane [GO:0005886]; signal transduction [GO:0007165]	GO:0005886; GO:0007165
PCI95060.1	A0A2A4YKC9	A0A2A4YKC9_9FLAO	unreviewed	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA COB15_12665	Flavobacteriales bacterium	251	RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]	GO:0003723; GO:0031119; GO:0106029
RKQ95665.1	A0A495D299	A0A495D299_9PROT	unreviewed	BON domain-containing protein	C7435_2771	Maricaulis maris	349		
MBM82800.1	A0A2E7D767	A0A2E7D767_9PLAN	unreviewed	Cytochrome c domain-containing protein	CMJ78_19740	Planctomycetaceae bacterium	636	copper ion binding [GO:0005507]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]	GO:0005507; GO:0009055; GO:0020037
RLD26255.1	A0A661Y280	A0A661Y280_9BACT	unreviewed	HDc domain-containing protein	DRI54_03210	Bacteroidetes bacterium	200		
MAK86532.1	A0A2D7ZXX3	A0A2D7ZXX3_PSESP	unreviewed	MarR family transcriptional regulator	CMK96_06240	Pseudomonas sp	98		
MBR10481.1	A0A2E8N3F2	A0A2E8N3F2_9RICK	unreviewed	LamGL domain-containing protein	CMP48_22705	Rickettsiales bacterium	1820		
RKR03931.1	A0A495DNT8	A0A495DNT8_9PROT	unreviewed	AraC family transcriptional regulator	C7435_0374	Maricaulis maris	258	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
MBP03065.1	A0A2E7W669	A0A2E7W669_9PROT	unreviewed	TonB-dependent receptor	CMM25_09680	Rhodospirillaceae bacterium	856	cell outer membrane [GO:0009279]	GO:0009279
RLD30052.1	A0A661Y6H8	A0A661Y6H8_9BACT	unreviewed	Glutamate dehydrogenase (EC 1.4.1.4)	DRI70_01695	Bacteroidetes bacterium	129	glutamate dehydrogenase (NADP+) activity [GO:0004354]; amino acid metabolic process [GO:0006520]	GO:0004354; GO:0006520
NVK82767.1	A0A7Y7BC02	A0A7Y7BC02_9BACT	unreviewed	Peptidoglycan DD-metalloendopeptidase family protein	HWE21_00515	Cytophagia bacterium	123		
MAG26995.1	A0A2D6MF41	A0A2D6MF41_9ARCH	unreviewed	Glycosyltransferase family 9 protein	CMI47_15765	Candidatus Pacearchaeota archaeon	260		
ABI65808.1	Q0APH9	Q0APH9_MARMM	unreviewed	BPP domain-containing protein	Mmar10_1516	Maricaulis maris (strain MCS10)	289	3-phytase activity [GO:0016158]	GO:0016158
PHR77476.1	A0A2G2HWF4	A0A2G2HWF4_9PROT	unreviewed	RND transporter	COA64_09030	Henriciella sp	322	efflux transmembrane transporter activity [GO:0015562]	GO:0015562
PCJ23469.1	A0A2A5AW45	A0A2A5AW45_9FLAO	unreviewed	Peptidase_C25 domain-containing protein	COA97_11640	Flavobacteriales bacterium	1267	membrane [GO:0016020]; cysteine-type peptidase activity [GO:0008234]; proteolysis [GO:0006508]	GO:0006508; GO:0008234; GO:0016020
SHF86678.1	A0A1M5F5M5	A0A1M5F5M5_9ALTE	unreviewed	REJ domain-containing protein	SAMN05216361_0683	Marisediminitalea aggregata	1686	membrane [GO:0016020]	GO:0016020
RPA69667.1	A0A3N4H6Z5	A0A3N4H6Z5_9BACT	unreviewed	Methyltransferase domain-containing protein	EF405_04790	Cyclobacteriaceae bacterium YHN15	328	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0032259
SNS99991.1	A0A239J242	A0A239J242_9BACT	unreviewed	CarboxypepD_reg-like domain-containing protein	SAMN05421640_1954	Ekhidna lutea	849		
RLC11421.1	A0A661SFZ5	A0A661SFZ5_9DELT	unreviewed	PAS domain S-box protein	DRI57_18970	Deltaproteobacteria bacterium	245	phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0006355
RYF52477.1	A0A4Q3P4A2	A0A4Q3P4A2_9BACT	unreviewed	ABC transporter permease	EOO39_42250	Cytophagaceae bacterium	135	membrane [GO:0016020]	GO:0016020
MAT34945.1	A0A2E0U6X4	A0A2E0U6X4_9PROT	unreviewed	Galactose oxidase	CMK06_07355	Ponticaulis sp	336		
PCI94308.1	A0A2A4YHJ5	A0A2A4YHJ5_9FLAO	unreviewed	PorV/PorQ family protein	COB15_14510	Flavobacteriales bacterium	363		
TDJ32405.1	A0A523LFM3	A0A523LFM3_9GAMM	unreviewed	Glycosyl transferase family 2	E2O53_12225	Gammaproteobacteria bacterium	130		
OFY92461.1	A0A1F3QR59	A0A1F3QR59_9BACT	unreviewed	D-arabinose 5-phosphate isomerase	A3K10_16325	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	240	carbohydrate derivative binding [GO:0097367]; isomerase activity [GO:0016853]; carbohydrate derivative metabolic process [GO:1901135]; carbohydrate metabolic process [GO:0005975]	GO:0005975; GO:0016853; GO:0097367; GO:1901135
TXB67369.1	A0A5C6S066	A0A5C6S066_9FLAO	unreviewed	Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA)	priA FRY74_01700	Vicingus serpentipes	818	"primosome complex [GO:1990077]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; DNA replication, synthesis of RNA primer [GO:0006269]; DNA unwinding involved in DNA replication [GO:0006268]"	GO:0003677; GO:0003678; GO:0005524; GO:0006268; GO:0006269; GO:0008270; GO:0016787; GO:1990077
GAM97922.1	A0A1V1PNK9	A0A1V1PNK9_9PROT	unreviewed	TPR/glycosyl transferase domain protein	U91I_01552	alpha proteobacterium U9-1i	367	transferase activity [GO:0016740]	GO:0016740
ABI65173.1	Q0ARB4	Q0ARB4_MARMM	unreviewed	Major facilitator superfamily MFS_1	Mmar10_0880	Maricaulis maris (strain MCS10)	427	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
MAX26933.1	A0A2E2B6L5	A0A2E2B6L5_9BACT	unreviewed	CusA/CzcA family heavy metal efflux RND transporter	CMJ19_20760	Phycisphaeraceae bacterium	1462	plasma membrane [GO:0005886]; cation transmembrane transporter activity [GO:0008324]; efflux transmembrane transporter activity [GO:0015562]; response to toxic substance [GO:0009636]	GO:0005886; GO:0008324; GO:0009636; GO:0015562
RKR00321.1	A0A495DDE8	A0A495DDE8_9PROT	unreviewed	ClpP class serine protease	C7435_1526	Maricaulis maris	353	membrane [GO:0016020]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]	GO:0006508; GO:0008233; GO:0016020
HAB17238.1	A0A3B8Q2E2	A0A3B8Q2E2_9BACT	unreviewed	DUF1080 domain-containing protein	DCE44_12405	Verrucomicrobiales bacterium	205	hydrolase activity [GO:0016787]	GO:0016787
GBL32335.1	A0A388PTT0	A0A388PTT0_9PROT	unreviewed	Uncharacterized protein	EMGBS12_06450	Methylophilaceae bacterium	115		
MAC38907.1	A0A2D5FR75	A0A2D5FR75_9PROT	unreviewed	Cobaltochelatase subunit CobS	CMH93_05190	Oceanicaulis sp	247	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
KAG1715353.1	A0A8J5DHE9	A0A8J5DHE9_9CHEL	unreviewed	"Dihydroorotate dehydrogenase (quinone), mitochondrial (EC 1.3.5.2)"	pyrD_0 GQR58_000321	Nymphon striatum	209	cytoplasm [GO:0005737]; membrane [GO:0016020]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]	GO:0004152; GO:0005737; GO:0006207; GO:0016020; GO:0044205
QDV46511.1	A0A518I069	A0A518I069_9BACT	unreviewed	BZIP domain-containing protein	Enr13x_64200	Stieleria neptunia	317		
HAY07166.1	A0A350ZTP7	A0A350ZTP7_9PROT	unreviewed	TIGR01244 family phosphatase	DCY26_10985	Hyphomonas sp	578	hydrolase activity [GO:0016787]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0016787
PJB13810.1	A0A2M8A8A4	A0A2M8A8A4_9FLAO	unreviewed	DUF4369 domain-containing protein	CO118_11900	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	249		
