From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
WP_011642430.1	Q0ASF4	unreviewed	Q0ASF4_MARMM	Trk system potassium uptake protein	Mmar10_0490	Maricaulis maris (strain MCS10)	485	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; potassium:chloride symporter activity [GO:0015379]	GO:0005886; GO:0015379; GO:0046872
WP_075189763.1	A0A1Q8FV94	unreviewed	A0A1Q8FV94_9PROT	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS AWH62_04320	Maricaulis sp. W15	444	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]	GO:0004827; GO:0005524; GO:0005737; GO:0006433
WP_011644450.1	Q0ALN7	unreviewed	Q0ALN7_MARMM	Major facilitator superfamily MFS_1	Mmar10_2520	Maricaulis maris (strain MCS10)	427	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
WP_075189913.1	A0A1Q8FVR4	unreviewed	A0A1Q8FVR4_9PROT	FAD-containing monooxygenase EthA	AWH62_03310	Maricaulis sp. W15	497	flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]	GO:0004499; GO:0050660; GO:0050661
WP_075188668.1	A0A1Q8G141	unreviewed	A0A1Q8G141_9PROT	DSBA domain-containing protein	AWH62_01420	Maricaulis sp. W15	362	oxidoreductase activity [GO:0016491]	GO:0016491
WP_075189117.1	A0A1Q8FZ66	unreviewed	A0A1Q8FZ66_9PROT	Prolyl oligopeptidase	AWH62_14335	Maricaulis sp. W15	734	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	GO:0004252; GO:0006508
WP_075189005.1	A0A1Q8FZI6	unreviewed	A0A1Q8FZI6_9PROT	LysR family transcriptional regulator	AWH62_13775	Maricaulis sp. W15	297	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700
WP_075191592.1	A0A1Q8FHU9	unreviewed	A0A1Q8FHU9_9PROT	2-oxoglutarate ferredoxin oxidoreductase subunit beta	AWH62_13650	Maricaulis sp. W15	350	catalytic activity [GO:0003824]; thiamine pyrophosphate binding [GO:0030976]	GO:0003824; GO:0030976
WP_075191252.1	A0A1Q8FJ48	unreviewed	A0A1Q8FJ48_9PROT	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB AWH62_11755	Maricaulis sp. W15	256	hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]	GO:0004416; GO:0019243; GO:0046872
WP_075191252.1	A0A495D0A7	unreviewed	A0A495D0A7_9PROT	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB C7435_3193	Maricaulis maris	256	hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]	GO:0004416; GO:0019243; GO:0046872
WP_075191611.1	A0A1Q8FHX6	unreviewed	A0A1Q8FHX6_9PROT	TonB-dependent receptor	AWH62_13505	Maricaulis sp. W15	888	cell outer membrane [GO:0009279]	GO:0009279
WP_075191170.1	A0A1Q8FIW1	unreviewed	A0A1Q8FIW1_9PROT	Type II secretion system F family protein	AWH62_11320	Maricaulis sp. W15	400	plasma membrane [GO:0005886]	GO:0005886
WP_011644823.1	Q0AKL4	unreviewed	Q0AKL4_MARMM	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD Mmar10_2898	Maricaulis maris (strain MCS10)	246	cytoplasm [GO:0005737]; tRNA (guanine(37)-N(1))-methyltransferase activity [GO:0052906]	GO:0005737; GO:0052906
WP_011644375.1	Q0ALW3	unreviewed	Q0ALW3_MARMM	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	Mmar10_2438	Maricaulis maris (strain MCS10)	302	cytosol [GO:0005829]; methylenetetrahydrofolate reductase NADH activity [GO:0106312]; methylenetetrahydrofolate reductase NADPH activity [GO:0106313]; methionine biosynthetic process [GO:0009086]; tetrahydrofolate interconversion [GO:0035999]	GO:0005829; GO:0009086; GO:0035999; GO:0106312; GO:0106313
WP_075189751.1	A0A1Q8FVD3	unreviewed	A0A1Q8FVD3_9PROT	Amidohydrolase	AWH62_04260	Maricaulis sp. W15	590	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	GO:0016810
WP_075189751.1	A0A495DJB0	unreviewed	A0A495DJB0_9PROT	N-acyl-D-aspartate/D-glutamate deacylase	C7435_0659	Maricaulis maris	590	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	GO:0016810
WP_073190897.1	A0A1M4SNJ5	unreviewed	A0A1M4SNJ5_9FLAO	Cobalt-zinc-cadmium resistance protein CzcA	SAMN05444278_101249	Psychroflexus salarius	1440	plasma membrane [GO:0005886]; cation transmembrane transporter activity [GO:0008324]; efflux transmembrane transporter activity [GO:0015562]; response to toxic substance [GO:0009636]	GO:0005886; GO:0008324; GO:0009636; GO:0015562
WP_011643080.1	Q0AQK4	unreviewed	Q0AQK4_MARMM	Alpha/beta hydrolase fold protein	Mmar10_1140	Maricaulis maris (strain MCS10)	320	membrane [GO:0016020]; hydrolase activity [GO:0016787]	GO:0016020; GO:0016787
WP_011644942.1	Q0AK95	unreviewed	Q0AK95_MARMM	Mg chelatase, subunit ChlI	Mmar10_3017	Maricaulis maris (strain MCS10)	509	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA duplex unwinding [GO:0032508]	GO:0003677; GO:0005524; GO:0032508
WP_011642822.1	Q0ARB2	unreviewed	Q0ARB2_MARMM	Ig-like domain-containing protein	Mmar10_0882	Maricaulis maris (strain MCS10)	363		
WP_075191413.1	A0A1Q8FIB8	unreviewed	A0A1Q8FIB8_9PROT	RNA polymerase sigma-54 factor	AWH62_12690	Maricaulis sp. W15	504	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; nucleotidyltransferase activity [GO:0016779]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	GO:0000428; GO:0001216; GO:0003677; GO:0006352; GO:0016779; GO:0016987
WP_075191413.1	A0A495D2P0	unreviewed	A0A495D2P0_9PROT	RNA polymerase sigma-54 factor	C7435_2289	Maricaulis maris	504	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; nucleotidyltransferase activity [GO:0016779]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	GO:0000428; GO:0001216; GO:0003677; GO:0006352; GO:0016779; GO:0016987
WP_075189966.1	A0A1Q8FUC0	unreviewed	A0A1Q8FUC0_9PROT	DNA replication and repair protein RecF	recF AWH62_16385	Maricaulis sp. W15	383	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006281; GO:0009432
WP_011644453.1	Q0ALN4	unreviewed	Q0ALN4_MARMM	DUF1194 domain-containing protein	Mmar10_2523	Maricaulis maris (strain MCS10)	270		
WP_011643948.1	Q0AN34	unreviewed	Q0AN34_MARMM	Proline iminopeptidase (PIP) (EC 3.4.11.5) (Prolyl aminopeptidase)	Mmar10_2011	Maricaulis maris (strain MCS10)	321	cytoplasm [GO:0005737]; aminopeptidase activity [GO:0004177]; proteolysis [GO:0006508]	GO:0004177; GO:0005737; GO:0006508
WP_075190367.1	A0A1Q8FNG5	unreviewed	A0A1Q8FNG5_9PROT	Cell division protein FtsZ	ftsZ AWH62_07215	Maricaulis sp. W15	543	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258
WP_011642185.1	Q0AT49	unreviewed	Q0AT49_MARMM	Transcriptional regulator, LacI family	Mmar10_0245	Maricaulis maris (strain MCS10)	339	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0006355
WP_011643157.1	Q0AQC7	unreviewed	Q0AQC7_MARMM	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	Mmar10_1217	Maricaulis maris (strain MCS10)	427	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]	GO:0004315; GO:0006633
WP_075086528.1	A0A5B9P750	unreviewed	A0A5B9P750_9BACT	Type II secretion system protein G	MFFC18_23270	Mariniblastus fucicola	337	membrane [GO:0016020]	GO:0016020
WP_075190130.1	A0A1Q8FRR2	unreviewed	A0A1Q8FRR2_9PROT	Glyoxalase	AWH62_06065	Maricaulis sp. W15	129	lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872]	GO:0004462; GO:0046872
WP_075190130.1	A0A495D432	unreviewed	A0A495D432_9PROT	Putative enzyme related to lactoylglutathione lyase	C7435_2007	Maricaulis maris	129	lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872]	GO:0004462; GO:0046872
WP_075188465.1	A0A1Q8G0K4	unreviewed	A0A1Q8G0K4_9PROT	Glutamate synthase subunit alpha	AWH62_00285	Maricaulis sp. W15	1510	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase activity [GO:0015930]; metal ion binding [GO:0046872]; glutamate biosynthetic process [GO:0006537]; glutamine metabolic process [GO:0006541]	GO:0006537; GO:0006541; GO:0015930; GO:0046872; GO:0051538
WP_075188465.1	A0A495D3F3	unreviewed	A0A495D3F3_9PROT	Glutamate synthase domain-containing protein 2	C7435_1775	Maricaulis maris	1510	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase activity [GO:0015930]; metal ion binding [GO:0046872]; glutamate biosynthetic process [GO:0006537]; glutamine metabolic process [GO:0006541]	GO:0006537; GO:0006541; GO:0015930; GO:0046872; GO:0051538
WP_011643316.1	Q0APW8	reviewed	LOLD_MARMM	Lipoprotein-releasing system ATP-binding protein LolD (EC 7.6.2.-)	lolD Mmar10_1377	Maricaulis maris (strain MCS10)	229	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; lipoprotein transport [GO:0042953]	GO:0005524; GO:0005886; GO:0042953
WP_011642948.1	Q0AQY6	reviewed	SYA_MARMM	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS Mmar10_1008	Maricaulis maris (strain MCS10)	884	cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]	GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270
WP_011644441.1	Q0ALP6	unreviewed	Q0ALP6_MARMM	ABC transporter related protein	Mmar10_2511	Maricaulis maris (strain MCS10)	253	ATP binding [GO:0005524]	GO:0005524
WP_011644240.1	Q0AM98	unreviewed	Q0AM98_MARMM	Alcohol dehydrogenase, zinc-binding domain protein	Mmar10_2303	Maricaulis maris (strain MCS10)	348	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; zinc ion binding [GO:0008270]	GO:0008270; GO:0016616
WP_075190853.1	A0A1Q8FM58	unreviewed	A0A1Q8FM58_9PROT	Replication-associated recombination protein A	AWH62_09770	Maricaulis sp. W15	438	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA replication [GO:0006260]	GO:0003677; GO:0005524; GO:0006260; GO:0016887
WP_075189778.1	A0A1Q8FVM1	unreviewed	A0A1Q8FVM1_9PROT	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA AWH62_04405	Maricaulis sp. W15	265	cytoplasm [GO:0005737]; acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity [GO:0008780]; lipid A biosynthetic process [GO:0009245]	GO:0005737; GO:0008780; GO:0009245
WP_075189778.1	A0A495DJD9	unreviewed	A0A495DJD9_9PROT	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA C7435_0689	Maricaulis maris	265	cytoplasm [GO:0005737]; acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity [GO:0008780]; lipid A biosynthetic process [GO:0009245]	GO:0005737; GO:0008780; GO:0009245
WP_011644220.1	Q0AMB8	unreviewed	Q0AMB8_MARMM	Outer membrane efflux protein	Mmar10_2283	Maricaulis maris (strain MCS10)	453	efflux transmembrane transporter activity [GO:0015562]	GO:0015562
WP_011642905.1	Q0AR29	unreviewed	Q0AR29_MARMM	ABC transporter related protein	Mmar10_0965	Maricaulis maris (strain MCS10)	343	plasma membrane [GO:0005886]; ABC-type ferric iron transporter activity [GO:0015408]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0015408
WP_068483614.1	A0A1B7ZC52	unreviewed	A0A1B7ZC52_9FLAO	Arylsulfotransferase (ASST)	A9200_15285	Maribacter hydrothermalis	446	aryl sulfotransferase activity [GO:0004062]	GO:0004062
WP_011641944.1	Q0ATU0	unreviewed	Q0ATU0_MARMM	Chromosomal replication initiator protein DnaA	dnaA Mmar10_0001	Maricaulis maris (strain MCS10)	482	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	GO:0003688; GO:0005524; GO:0005737; GO:0006270; GO:0006275
WP_011642652.1	Q0ART2	unreviewed	Q0ART2_MARMM	Protein TonB	Mmar10_0712	Maricaulis maris (strain MCS10)	110	outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; energy transducer activity [GO:0031992]; siderophore transmembrane transporter activity [GO:0015343]; protein transport [GO:0015031]	GO:0005886; GO:0015031; GO:0015343; GO:0030288; GO:0031992
WP_011643004.1	Q0AQT0	unreviewed	Q0AQT0_MARMM	Efflux RND transporter periplasmic adaptor subunit	Mmar10_1064	Maricaulis maris (strain MCS10)	110		
WP_011642578.1	Q0AS06	unreviewed	Q0AS06_MARMM	Inositol monophosphatase	Mmar10_0638	Maricaulis maris (strain MCS10)	84		
WP_075190681.1	A0A1Q8FLK8	unreviewed	A0A1Q8FLK8_9PROT	Malate synthase (EC 2.3.3.9)	AWH62_08790	Maricaulis sp. W15	547	malate synthase activity [GO:0004474]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	GO:0004474; GO:0006097; GO:0006099
WP_075191600.1	A0A1Q8FHW8	unreviewed	A0A1Q8FHW8_9PROT	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB AWH62_13105	Maricaulis sp. W15	385	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]; L-proline biosynthetic process [GO:0055129]; phosphorylation [GO:0016310]	GO:0003723; GO:0004349; GO:0005524; GO:0005737; GO:0016310; GO:0055129
WP_075191600.1	A0A495D3C6	unreviewed	A0A495D3C6_9PROT	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB C7435_2496	Maricaulis maris	385	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]; L-proline biosynthetic process [GO:0055129]; phosphorylation [GO:0016310]	GO:0003723; GO:0004349; GO:0005524; GO:0005737; GO:0016310; GO:0055129
WP_011642210.1	Q0AT24	unreviewed	Q0AT24_MARMM	Diguanylate cyclase/phosphodiesterase	Mmar10_0270	Maricaulis maris (strain MCS10)	713	membrane [GO:0016020]	GO:0016020
WP_075191011.1	A0A1Q8FK03	unreviewed	A0A1Q8FK03_9PROT	Tail protein	AWH62_10585	Maricaulis sp. W15	1254		
WP_010925666.1	Q93P79	unreviewed	Q93P79_9BACT	MS152		Microscilla sp. PRE1	260	hydrolase activity [GO:0016787]	GO:0016787
WP_011642189.1	Q0AT45	unreviewed	Q0AT45_MARMM	Glycoside hydrolase, family 3 domain protein	Mmar10_0249	Maricaulis maris (strain MCS10)	750	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	GO:0004553; GO:0005975
WP_075190768.1	A0A1Q8FLZ0	unreviewed	A0A1Q8FLZ0_9PROT	ATP-dependent Clp protease adapter protein ClpS	clpS AWH62_09285	Maricaulis sp. W15	109	peptidase activity [GO:0008233]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	GO:0006508; GO:0008233; GO:0030163
WP_075190768.1	A0A495DKC1	unreviewed	A0A495DKC1_9PROT	ATP-dependent Clp protease adapter protein ClpS	clpS C7435_1022	Maricaulis maris	109	peptidase activity [GO:0008233]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	GO:0006508; GO:0008233; GO:0030163
WP_011642724.1	Q0ARL0	unreviewed	Q0ARL0_MARMM	Transmembrane protein	Mmar10_0784	Maricaulis maris (strain MCS10)	216		
WP_075189247.1	A0A1Q8FZ39	unreviewed	A0A1Q8FZ39_9PROT	Transmembrane protein	AWH62_15000	Maricaulis sp. W15	220	membrane [GO:0016020]	GO:0016020
WP_075189247.1	A0A495DMN5	unreviewed	A0A495DMN5_9PROT	Transmembrane protein	C7435_0599	Maricaulis maris	220	membrane [GO:0016020]	GO:0016020
WP_073325022.1	A0A1M5R8A8	unreviewed	A0A1M5R8A8_9ALTE	Histidine kinase-like ATPase domain-containing protein	SAMN05216361_4081	Marisediminitalea aggregata	550	kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]; phosphorylation [GO:0016310]	GO:0000160; GO:0016301; GO:0016310
WP_011642642.1	Q0ARU2	unreviewed	Q0ARU2_MARMM	Transcriptional regulator, TetR family	Mmar10_0702	Maricaulis maris (strain MCS10)	187	DNA binding [GO:0003677]	GO:0003677
WP_075190609.1	A0A1Q8FLC3	unreviewed	A0A1Q8FLC3_9PROT	Trimeric intracellular cation channel family protein	AWH62_08390	Maricaulis sp. W15	209	plasma membrane [GO:0005886]	GO:0005886
WP_075190609.1	A0A495DJV4	unreviewed	A0A495DJV4_9PROT	Putative membrane protein YeiH	C7435_0847	Maricaulis maris	209	plasma membrane [GO:0005886]	GO:0005886
WP_011642499.1	Q0AS85	unreviewed	Q0AS85_MARMM	Sodium:solute symporter	Mmar10_0559	Maricaulis maris (strain MCS10)	398	membrane [GO:0016020]	GO:0016020
WP_011642299.1	Q0AST5	unreviewed	Q0AST5_MARMM	Peptidase M28	Mmar10_0359	Maricaulis maris (strain MCS10)	567	aminopeptidase activity [GO:0004177]; metalloexopeptidase activity [GO:0008235]; proteolysis [GO:0006508]	GO:0004177; GO:0006508; GO:0008235
WP_011644918.1	Q0AKB9	unreviewed	Q0AKB9_MARMM	Transcriptional regulator Ada / DNA-O6-methylguanine--protein-cysteine S-methyltransferase (EC 2.1.1.63)	Mmar10_2993	Maricaulis maris (strain MCS10)	282	DNA-binding transcription factor activity [GO:0003700]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; sequence-specific DNA binding [GO:0043565]; DNA repair [GO:0006281]; methylation [GO:0032259]	GO:0003700; GO:0003908; GO:0006281; GO:0032259; GO:0043565
WP_011642048.1	Q0ATI6	unreviewed	Q0ATI6_MARMM	RNA polymerase sigma-54 factor	Mmar10_0105	Maricaulis maris (strain MCS10)	504	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; nucleotidyltransferase activity [GO:0016779]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	GO:0000428; GO:0001216; GO:0003677; GO:0006352; GO:0016779; GO:0016987
WP_075189793.1	A0A1Q8FVC8	unreviewed	A0A1Q8FVC8_9PROT	Amino acid decarboxylase	AWH62_04495	Maricaulis sp. W15	462	carboxy-lyase activity [GO:0016831]; pyridoxal phosphate binding [GO:0030170]; amino acid metabolic process [GO:0006520]	GO:0006520; GO:0016831; GO:0030170
WP_011643386.1	Q0APP8	unreviewed	Q0APP8_MARMM	Probable branched-chain-amino-acid aminotransferase	Mmar10_1447	Maricaulis maris (strain MCS10)	281	transaminase activity [GO:0008483]	GO:0008483
WP_075191042.1	A0A1Q8FK37	unreviewed	A0A1Q8FK37_9PROT	Glycosyl transferase family 1	AWH62_10750	Maricaulis sp. W15	531	ATP binding [GO:0005524]; transferase activity [GO:0016740]	GO:0005524; GO:0016740
WP_075191042.1	A0A495D0Z0	unreviewed	A0A495D0Z0_9PROT	ATP-binding cassette subfamily F protein 3	C7435_2914	Maricaulis maris	531	ATP binding [GO:0005524]	GO:0005524
WP_075189536.1	A0A1Q8FUN9	unreviewed	A0A1Q8FUN9_9PROT	Proline iminopeptidase (PIP) (EC 3.4.11.5) (Prolyl aminopeptidase)	AWH62_03085	Maricaulis sp. W15	339	cytoplasm [GO:0005737]; aminopeptidase activity [GO:0004177]; proteolysis [GO:0006508]	GO:0004177; GO:0005737; GO:0006508
WP_011644984.1	Q0AK53	unreviewed	Q0AK53_MARMM	3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	Mmar10_3059	Maricaulis maris (strain MCS10)	404	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]	GO:0004315; GO:0006633
WP_075190904.1	A0A1Q8FJP5	unreviewed	A0A1Q8FJP5_9PROT	TonB-dependent receptor	AWH62_09940	Maricaulis sp. W15	1020	cell outer membrane [GO:0009279]	GO:0009279
WP_075190904.1	A0A495D363	unreviewed	A0A495D363_9PROT	Iron complex outermembrane receptor protein	C7435_3079	Maricaulis maris	1020	cell outer membrane [GO:0009279]	GO:0009279
WP_011642628.1	Q0ARV6	unreviewed	Q0ARV6_MARMM	Flagellar hook protein FlgE	Mmar10_0688	Maricaulis maris (strain MCS10)	461	bacterial-type flagellum basal body [GO:0009425]	GO:0009425
WP_011643306.1	Q0APX8	unreviewed	Q0APX8_MARMM	NADH dehydrogenase subunit M	Mmar10_1367	Maricaulis maris (strain MCS10)	504	membrane [GO:0016020]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	GO:0008137; GO:0016020; GO:0042773
WP_075188861.1	A0A1Q8G1P7	unreviewed	A0A1Q8G1P7_9PROT	Thioredoxin domain-containing protein	AWH62_02495	Maricaulis sp. W15	706	membrane [GO:0016020]; disulfide oxidoreductase activity [GO:0015036]; cytochrome complex assembly [GO:0017004]	GO:0015036; GO:0016020; GO:0017004
WP_011643354.1	Q0APT0	unreviewed	Q0APT0_MARMM	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	pdhA Mmar10_1415	Maricaulis maris (strain MCS10)	346	intracellular membrane-bounded organelle [GO:0043231]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]	GO:0004739; GO:0006086; GO:0043231
