gene_id,KO_id,KO_acc,GO_IDs,GO_terms
2607586526,2607586526,MBS9769490.1,GO:0006355;GO:2000112;GO:0000976;GO:0003700;GO:0005829;GO:0006139;GO:0006351;GO:0006725;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009987;GO:0010467;GO:0010468;GO:0010556;GO:0016070;GO:0018130;GO:0019219;GO:0019222;GO:0019438;GO:0031323;GO:0031326;GO:0032774;GO:0034641;GO:0034645;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0046483;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:0097659;GO:1901360;GO:1901362;GO:1901576;GO:1903506;GO:2001141;GO:0001067;GO:0003676;GO:0003677;GO:0003690;GO:0005488;GO:0043565;GO:0097159;GO:0140110;GO:1901363;GO:1990837;GO:0005622;GO:0005737;GO:0110165,regulation of DNA-templated transcription;regulation of cellular macromolecule biosynthetic process;transcription cis-regulatory region binding;DNA-binding transcription factor activity;cytosol;nucleobase-containing compound metabolic process;DNA-templated transcription;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;cellular process;gene expression;regulation of gene expression;regulation of macromolecule biosynthetic process;RNA metabolic process;heterocycle biosynthetic process;regulation of nucleobase-containing compound metabolic process;regulation of metabolic process;aromatic compound biosynthetic process;regulation of cellular metabolic process;regulation of cellular biosynthetic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;nucleobase-containing compound biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular nitrogen compound biosynthetic process;heterocycle metabolic process;regulation of biological process;regulation of cellular process;regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;regulation of macromolecule metabolic process;biological regulation;organic substance metabolic process;regulation of primary metabolic process;nucleic acid metabolic process;nucleic acid-templated transcription;organic cyclic compound metabolic process;organic cyclic compound biosynthetic process;organic substance biosynthetic process;regulation of nucleic acid-templated transcription;regulation of RNA biosynthetic process;transcription regulatory region nucleic acid binding;nucleic acid binding;DNA binding;double-stranded DNA binding;binding;sequence-specific DNA binding;organic cyclic compound binding;transcription regulator activity;heterocyclic compound binding;sequence-specific double-stranded DNA binding;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607586529,2607586529,MBS9769493.1,GO:0003723;GO:0003676,RNA binding;nucleic acid binding
2607586544,2607586544,MBS9769508.1,GO:0016020,membrane
2607586547,2607586547,MBS9769511.1,GO:0016874;GO:0003824,ligase activity;catalytic activity
2607586555,2607586555,MBS9769518.1,GO:0005515,protein binding
2607586559,2607586559,MBS9769522.1,GO:0003677,DNA binding
2607586562,2607586562,MBS9769007.1,GO:0007160;GO:0007229;GO:0016477;GO:0033627;GO:0040011;GO:0051674;GO:0005178;GO:0005925;GO:0009986;GO:0043235;GO:0098797;GO:0006928;GO:0007154;GO:0007155;GO:0007165;GO:0007166;GO:0009987;GO:0022610;GO:0023052;GO:0031589;GO:0048870;GO:0050789;GO:0050794;GO:0050896;GO:0051179;GO:0051716;GO:0065007;GO:0005102;GO:0005488;GO:0005515;GO:0044877;GO:0050839;GO:0005886;GO:0016020;GO:0030054;GO:0030055;GO:0031224;GO:0031226;GO:0032991;GO:0070161;GO:0071944;GO:0098796;GO:0110165,cell-matrix adhesion;integrin-mediated signaling pathway;cell migration;cell adhesion mediated by integrin;locomotion;localization of cell;integrin binding;focal adhesion;cell surface;receptor complex;plasma membrane protein complex;obsolete movement of cell or subcellular component;cell communication;cell adhesion;signal transduction;cell surface receptor signaling pathway;cellular process;obsolete biological adhesion;signaling;cell-substrate adhesion;cell motility;regulation of biological process;regulation of cellular process;response to stimulus;localization;cellular response to stimulus;biological regulation;signaling receptor binding;binding;protein binding;protein-containing complex binding;cell adhesion molecule binding;plasma membrane;membrane;cell junction;cell-substrate junction;obsolete intrinsic component of membrane;obsolete intrinsic component of plasma membrane;protein-containing complex;anchoring junction;cell periphery;membrane protein complex;cellular anatomical entity
2607586573,2607586573,MBS9770455.1,GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0016887;GO:0005737;GO:0032991;GO:0006139;GO:0006259;GO:0006725;GO:0006807;GO:0006996;GO:0008152;GO:0009987;GO:0016043;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0046483;GO:0051276;GO:0071103;GO:0071704;GO:0071840;GO:0090304;GO:1901360;GO:0000166;GO:0003676;GO:0003824;GO:0003916;GO:0005488;GO:0008094;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016853;GO:0017076;GO:0017111;GO:0032553;GO:0032555;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0097159;GO:0097367;GO:0140097;GO:0140640;GO:0140657;GO:1901265;GO:1901363;GO:0005622;GO:0110165,"DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;ATP hydrolysis activity;cytoplasm;protein-containing complex;nucleobase-containing compound metabolic process;DNA metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;organelle organization;metabolic process;cellular process;cellular component organization;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;heterocycle metabolic process;chromosome organization;DNA conformation change;organic substance metabolic process;cellular component organization or biogenesis;nucleic acid metabolic process;organic cyclic compound metabolic process;nucleotide binding;nucleic acid binding;catalytic activity;DNA topoisomerase activity;binding;ATP-dependent activity, acting on Dpyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;isomerase activity;purine nucleotide binding;ribonucleoside triphosphate phosphatase activity;ribonucleotide binding;purine ribonucleotide binding;purine ribonucleoside triphosphate binding;small molecule binding;ion binding;anion binding;organic cyclic compound binding;carbohydrate derivative binding;catalytic activity, acting on Dcatalytic activity, acting on a nucleic acid;ATP-dependent activity;nucleoside phosphate binding;heterocyclic compound binding;intracellular anatomical structure;cellular anatomical entity"
2607586574,2607586574,MBS9770456.1,GO:0000160,phosphorelay signal transduction system
2607586575,2607586575,MBS9770457.1,GO:0006811;GO:0055085;GO:0015377;GO:0016020;GO:0022857,monoatomic ion transport;transmembrane transport;chloride:monoatomic cation symporter activity;membrane;transmembrane transporter activity
2607586577,2607586577,MBS9770459.1,GO:0006260;GO:0003676;GO:0008408,DNA replication;nucleic acid binding;3'-5' exonuclease activity
2607586578,2607586578,MCL2930368.1,GO:0007154;GO:0016020,cell communication;membrane
2607586589,2607586589,MBS9770278.1,GO:0006468;GO:0004672;GO:0005524,protein phosphorylation;protein kinase activity;ATP binding
2607586590,2607586590,MBS9770279.1,GO:0046906;GO:0005488;GO:0097159;GO:1901363,tetrapyrrole binding;binding;organic cyclic compound binding;heterocyclic compound binding
2607586592,2607586592,MBS9770280.1,GO:0010181;GO:0016491;GO:0003824,FMN binding;oxidoreductase activity;catalytic activity
2607586594,2607586594,MBS9770282.1,GO:0043158;GO:0003677;GO:0004252,heterocyst differentiation;DNA binding;serine-type endopeptidase activity
2607586596,2607586596,MBS9770284.1,GO:0000103;GO:0004020;GO:0005524;GO:0070566;GO:0005737;GO:0006790;GO:0008152;GO:0009987;GO:0044237;GO:0003824;GO:0016740;GO:0016772;GO:0016779;GO:0005622;GO:0110165,"sulfate assimilation;adenylylsulfate kinase activity;ATP binding;adenylyltransferase activity;cytoplasm;sulfur compound metabolic process;metabolic process;cellular process;cellular metabolic process;catalytic activity;transferase activity;transferase activity, transferring phosphorus-containing groups;nucleotidyltransferase activity;intracellular anatomical structure;cellular anatomical entity"
2607586613,2607586613,MCH2051365.1,GO:0008299;GO:0004659;GO:0003824;GO:0016740;GO:0016765,"isoprenoid biosynthetic process;prenyltransferase activity;catalytic activity;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups"
2607586617,2607586617,WP_006097775.1,GO:0003676,nucleic acid binding
2607586618,2607586618,MBS9770052.1,GO:0003677;GO:0005524;GO:0016787,DNA binding;ATP binding;hydrolase activity
2607586619,2607586619,MCH2049290.1,GO:0006487;GO:0009311;GO:0004573;GO:0005773;GO:0005789;GO:0005886;GO:0005975;GO:0006486;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009100;GO:0009101;GO:0009987;GO:0019538;GO:0034645;GO:0036211;GO:0043170;GO:0043412;GO:0043413;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0070085;GO:0071704;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576;GO:0003824;GO:0004553;GO:0015926;GO:0016787;GO:0016798;GO:0005622;GO:0005737;GO:0005783;GO:0012505;GO:0016020;GO:0031090;GO:0031984;GO:0042175;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0071944;GO:0098827;GO:0110165,"protein N-linked glycosylation;oligosaccharide metabolic process;Glc3Man9GlcNAc2 oligosaccharide glucosidase activity;vacuole;endoplasmic reticulum membrane;plasma membrane;carbohydrate metabolic process;protein glycosylation;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;glycoprotein metabolic process;glycoprotein biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;protein modification process;macromolecule metabolic process;macromolecule modification;macromolecule glycosylation;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;glycosylation;organic substance metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative biosynthetic process;organonitrogen compound metabolic process;organonitrogen compound biosynthetic process;organic substance biosynthetic process;catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;glucosidase activity;hydrolase activity;hydrolase activity, acting on glycosyl bonds;intracellular anatomical structure;cytoplasm;endoplasmic reticulum;endomembrane system;membrane;organelle membrane;organelle subcompartment;nuclear outer membrane-endoplasmic reticulum membrane network;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cell periphery;endoplasmic reticulum subcompartment;cellular anatomical entity"
2607586623,2607586623,MBS9770047.1,GO:0005515,protein binding
2607586627,2607586627,MBS9770044.1,GO:0015979,photosynthesis
2607586630,2607586630,MBS9770041.1,GO:0016020,membrane
2607586631,2607586631,MBS9770040.1,GO:0044550;GO:0045892;GO:2000113;GO:0000976;GO:0003700;GO:0008270;GO:0006139;GO:0006351;GO:0006355;GO:0006725;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009890;GO:0009892;GO:0009987;GO:0010467;GO:0010468;GO:0010556;GO:0010558;GO:0010605;GO:0016070;GO:0018130;GO:0019219;GO:0019222;GO:0019438;GO:0019748;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0032774;GO:0034641;GO:0034645;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0045934;GO:0046483;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051171;GO:0051172;GO:0051252;GO:0051253;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:0097659;GO:1901360;GO:1901362;GO:1901576;GO:1902679;GO:1903506;GO:1903507;GO:2000112;GO:2001141;GO:0001067;GO:0003676;GO:0003677;GO:0003690;GO:0005488;GO:0043167;GO:0043169;GO:0043565;GO:0046872;GO:0046914;GO:0097159;GO:0140110;GO:1901363;GO:1990837,secondary metabolite biosynthetic process;negative regulation of DNA-templated transcription;negative regulation of cellular macromolecule biosynthetic process;transcription cis-regulatory region binding;DNA-binding transcription factor activity;zinc ion binding;nucleobase-containing compound metabolic process;DNA-templated transcription;regulation of DNA-templated transcription;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;negative regulation of biosynthetic process;negative regulation of metabolic process;cellular process;gene expression;regulation of gene expression;regulation of macromolecule biosynthetic process;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;RNA metabolic process;heterocycle biosynthetic process;regulation of nucleobase-containing compound metabolic process;regulation of metabolic process;aromatic compound biosynthetic process;secondary metabolic process;regulation of cellular metabolic process;negative regulation of cellular metabolic process;regulation of cellular biosynthetic process;negative regulation of cellular biosynthetic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;nucleobase-containing compound biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular nitrogen compound biosynthetic process;negative regulation of nucleobase-containing compound metabolic process;heterocycle metabolic process;negative regulation of biological process;negative regulation of cellular process;regulation of biological process;regulation of cellular process;regulation of nitrogen compound metabolic process;negative regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;negative regulation of RNA metabolic process;regulation of macromolecule metabolic process;biological regulation;organic substance metabolic process;regulation of primary metabolic process;nucleic acid metabolic process;nucleic acid-templated transcription;organic cyclic compound metabolic process;organic cyclic compound biosynthetic process;organic substance biosynthetic process;negative regulation of RNA biosynthetic process;regulation of nucleic acid-templated transcription;negative regulation of nucleic acid-templated transcription;regulation of cellular macromolecule biosynthetic process;regulation of RNA biosynthetic process;transcription regulatory region nucleic acid binding;nucleic acid binding;DNA binding;double-stranded DNA binding;binding;ion binding;cation binding;sequence-specific DNA binding;metal ion binding;transition metal ion binding;organic cyclic compound binding;transcription regulator activity;heterocyclic compound binding;sequence-specific double-stranded DNA binding
2607586634,2607586634,MBS9770037.1,GO:0006352;GO:0006355;GO:0003677;GO:0016987;GO:0003700,DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA binding;sigma factor activity;DNA-binding transcription factor activity
2607586646,2607586646,MBS9772601.1,GO:0005515,protein binding
