id,gene_id,gene_name,KO
2641954120,K00912,tetraacyldisaccharide 4'-kinase [EC:2.7.1.130],K00912
2641954123,K07462,single-stranded-DNA-specific exonuclease [EC:3.1.-.-],K07462
2641954124,K07462,single-stranded-DNA-specific exonuclease [EC:3.1.-.-],K07462
2641954125,K06861,lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5],K06861
2641954127,K06024,segregation and condensation protein B,K06024
2641954128,K02916,large subunit ribosomal protein L35,K02916
2641954129,K02887,large subunit ribosomal protein L20,K02887
2641954132,K01406,serralysin [EC:3.4.24.40],K01406
2641954159,K02994,small subunit ribosomal protein S8,K02994
2641954179,K03644,lipoyl synthase [EC:2.8.1.8],K03644
2641954180,K03644,lipoyl synthase [EC:2.8.1.8],K03644
2641954181,K01918,pantoate--beta-alanine ligase [EC:6.3.2.1],K01918
2641954194,K18672,diadenylate cyclase [EC:2.7.7.85],K18672
2641954197,K03561,biopolymer transport protein ExbB,K03561
2641954198,K03559,biopolymer transport protein ExbD,K03559
2641954202,K18189,translational activator of cytochrome c oxidase 1,K18189
2641954204,K07042,probable rRNA maturation factor,K07042
2641954209,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],K01607
2641954214,K08700,carbon dioxide concentrating mechanism protein CcmO,K08700
2641954215,K07093,uncharacterized protein,K07093
2641954244,K00548,5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13],K00548
2641954249,K01992,ABC-2 type transport system permease protein,K01992
2641954251,K06320,spore maturation protein CgeB,K06320
2641954257,K07152,protein SCO1,K07152
2641954261,K23010,"metalloendopeptidase OMA1, mitochondrial [EC:3.4.24.-]",K23010
2641954294,K11753,riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],K11753
2641954307,K18979,epoxyqueuosine reductase [EC:1.17.99.6],K18979
2641954308,K03551,holliday junction DNA helicase RuvB [EC:5.6.2.4],K03551
2641954310,K01724,4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96],K01724
2641954311,K01012,biotin synthase [EC:2.8.1.6],K01012
2641954327,K12573,ribonuclease R [EC:3.1.13.1],K12573
2641954349,K08968,L-methionine (R)-S-oxide reductase [EC:1.8.4.14],K08968
2641954382,K07165,transmembrane sensor,K07165
2641954385,K03832,periplasmic protein TonB,K03832
2641954395,K16363,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59],K16363
2641954418,K00012,UDPglucose 6-dehydrogenase [EC:1.1.1.22],K00012
2641954424,K02395,peptidoglycan hydrolase FlgJ,K02395
2641954425,K01505,1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7],K01505
2641954433,K02860,16S rRNA processing protein RimM,K02860
2641954452,K03111,single-strand DNA-binding protein,K03111
2641954475,K07089,uncharacterized protein,K07089
2641954487,K18682,ribonucrease Y [EC:3.1.-.-],K18682
2641954488,K10947,"PadR family transcriptional regulator, regulatory protein PadR",K10947
2641954493,K00809,deoxyhypusine synthase [EC:2.5.1.46],K00809
2641954517,K02342,DNA polymerase III subunit epsilon [EC:2.7.7.7],K02342
2641954553,K00857,thymidine kinase [EC:2.7.1.21],K00857
2641954582,K07478,putative ATPase,K07478
2641954593,K00784,ribonuclease Z [EC:3.1.26.11],K00784
2641954597,K09748,ribosome maturation factor RimP,K09748
2641954598,K03286,"OmpA-OmpF porin, OOP family",K03286
2641954609,K03210,preprotein translocase subunit YajC,K03210
2641954613,K02851,UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35],K02851
2641954635,K02931,large subunit ribosomal protein L5,K02931
2641954644,K02035,peptide/nickel transport system substrate-binding protein,K02035
2641954658,K02527,3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15],K02527
2641954670,K00024,malate dehydrogenase [EC:1.1.1.37],K00024
2641954719,K15633,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",K15633
2641954725,K03474,pyridoxine 5-phosphate synthase [EC:2.6.99.2],K03474
2641954749,K00946,thiamine-monophosphate kinase [EC:2.7.4.16],K00946
2641954752,K00525,ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1],K00525
2641954754,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3],K00950
2641954763,K11749,regulator of sigma E protease [EC:3.4.24.-],K11749
2641954772,K00254,dihydroorotate dehydrogenase [EC:1.3.5.2],K00254
2641954774,K03635,molybdopterin synthase catalytic subunit [EC:2.8.1.12],K03635
2641954775,K03637,cyclic pyranopterin monophosphate synthase [EC:4.6.1.17],K03637
2641954790,K10947,"PadR family transcriptional regulator, regulatory protein PadR",K10947
2641954799,K00826,branched-chain amino acid aminotransferase [EC:2.6.1.42],K00826
2641954817,K02881,large subunit ribosomal protein L18,K02881
2641954818,K02933,large subunit ribosomal protein L6,K02933
2641954819,K02994,small subunit ribosomal protein S8,K02994
2641954820,K02954,small subunit ribosomal protein S14,K02954
2641954821,K08097,phosphosulfolactate synthase [EC:4.4.1.19],K08097
2641954823,K08974,putative membrane protein,K08974
2641954833,K06142,outer membrane protein,K06142
2641954846,K10947,"PadR family transcriptional regulator, regulatory protein PadR",K10947
2641954859,K06973,uncharacterized protein,K06973
2641954860,K01495,GTP cyclohydrolase IA [EC:3.5.4.16],K01495
2641954871,K00806,undecaprenyl diphosphate synthase [EC:2.5.1.31],K00806
2641954877,K00548,5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13],K00548
2641954888,K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18],K00766
2641954890,K01658,anthranilate synthase component II [EC:4.1.3.27],K01658
2641954902,K03977,GTPase,K03977
2641954903,K03595,GTPase,K03595
2641954912,K03558,membrane protein required for colicin V production,K03558
2641954922,K07461,putative endonuclease,K07461
2641954929,K09861,uncharacterized protein,K09861
2641954933,K00794,"6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",K00794
2641954935,K00602,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],K00602
2641954937,K03499,trk/ktr system potassium uptake protein,K03499
2641954959,K09748,ribosome maturation factor RimP,K09748
2641954970,K01095,phosphatidylglycerophosphatase A [EC:3.1.3.27],K01095
2641954972,K03705,heat-inducible transcriptional repressor,K03705
2641954974,K01972,DNA ligase (NAD+) [EC:6.5.1.2],K01972
2641954982,K03040,DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],K03040
2641954983,K02879,large subunit ribosomal protein L17,K02879
2641954989,K00927,phosphoglycerate kinase [EC:2.7.2.3],K00927
2641954992,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],K01934
2641955009,K08106,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33],K08106
2641955016,K03561,biopolymer transport protein ExbB,K03561
2641955018,K03559,biopolymer transport protein ExbD,K03559
2641955019,K03559,biopolymer transport protein ExbD,K03559
2641955039,K01424,L-asparaginase [EC:3.5.1.1],K01424
2641955056,K01772,protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9],K01772
2641955057,K08973,protoporphyrinogen IX oxidase [EC:1.3.99.-],K08973
2641955076,K01153,"type I restriction enzyme, R subunit [EC:3.1.21.3]",K01153
2641955082,K07497,putative transposase,K07497
2641955109,K10773,endonuclease III [EC:4.2.99.18],K10773
2641955110,K03527,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4],K03527
2641955111,K00600,glycine hydroxymethyltransferase [EC:2.1.2.1],K00600
2641955112,K00600,glycine hydroxymethyltransferase [EC:2.1.2.1],K00600
2641955118,K01519,XTP/dITP diphosphohydrolase [EC:3.6.1.66],K01519
2641955124,K01939,adenylosuccinate synthase [EC:6.3.4.4],K01939
2641955148,K01915,glutamine synthetase [EC:6.3.1.2],K01915
2641955157,K07027,glycosyltransferase 2 family protein,K07027
2641955185,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",K03497
2641955210,K13985,N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54],K13985
2641955214,K02956,small subunit ribosomal protein S15,K02956
2641955229,K02357,elongation factor Ts,K02357
2641955250,K00962,polyribonucleotide nucleotidyltransferase [EC:2.7.7.8],K00962
2641955252,K01939,adenylosuccinate synthase [EC:6.3.4.4],K01939
2641955253,K01962,acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],K01962
2641955260,K03741,arsenate reductase (thioredoxin) [EC:1.20.4.4],K03741
2641955264,K01807,ribose 5-phosphate isomerase A [EC:5.3.1.6],K01807
2641955265,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
2641955275,K01749,hydroxymethylbilane synthase [EC:2.5.1.61],K01749
2641955282,K03797,carboxyl-terminal processing protease [EC:3.4.21.102],K03797
2641955299,K01875,seryl-tRNA synthetase [EC:6.1.1.11],K01875
2641955316,K00979,3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38],K00979
2641955342,K03734,FAD:protein FMN transferase [EC:2.7.1.180],K03734
2641955355,K02939,large subunit ribosomal protein L9,K02939
2641955363,K13706,abhydrolase domain-containing protein 14,K13706
2641955378,K03979,GTPase [EC:3.6.5.-],K03979
2641955397,K01695,tryptophan synthase alpha chain [EC:4.2.1.20],K01695
2641955410,K02890,large subunit ribosomal protein L22,K02890
2641955422,K07090,uncharacterized protein,K07090
2641955436,K00287,dihydrofolate reductase [EC:1.5.1.3],K00287
2641955439,K02851,UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35],K02851
2641955442,K13038,phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5],K13038
2641955494,K02909,large subunit ribosomal protein L31,K02909
2641955495,K23886,CDGSH iron-sulfur domain-containing protein 3,K23886
2641955497,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",K06911
2641955498,K07152,protein SCO1,K07152
2641955511,K00945,CMP/dCMP kinase [EC:2.7.4.25],K00945
2641955541,K01251,adenosylhomocysteinase [EC:3.13.2.1],K01251
2641955553,K03118,sec-independent protein translocase protein TatC,K03118
2641955589,K07315,phosphoserine phosphatase RsbU/P [EC:3.1.3.3],K07315
2641955609,K07052,CAAX protease family protein,K07052
2641955615,K06996,uncharacterized protein,K06996
2641955622,K08994,ion channel-forming bestrophin family protein,K08994
2641955659,K00760,hypoxanthine phosphoribosyltransferase [EC:2.4.2.8],K00760
2641955661,K01991,polysaccharide biosynthesis/export protein,K01991
2641955678,K03544,ATP-dependent Clp protease ATP-binding subunit ClpX,K03544
2641955682,K07498,putative transposase,K07498
2641955690,K19033,30S ribosomal protein S31,K19033
2641955718,K03106,signal recognition particle subunit SRP54 [EC:3.6.5.4],K03106
2641955720,K06949,ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100],K06949
2641955722,K03734,FAD:protein FMN transferase [EC:2.7.1.180],K03734
2641955723,K01462,peptide deformylase [EC:3.5.1.88],K01462
2641955769,K07391,magnesium chelatase family protein,K07391
2641955771,K06204,DnaK suppressor protein,K06204
2641955803,K09919,uncharacterized protein,K09919
2641955814,K01520,dUTP pyrophosphatase [EC:3.6.1.23],K01520
2641955815,K01711,"GDPmannose 4,6-dehydratase [EC:4.2.1.47]",K01711
2641955819,K25307,low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48],K25307
2641955820,K09811,cell division transport system permease protein,K09811
2641955825,K03832,periplasmic protein TonB,K03832
2641955841,K00161,pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],K00161
2641955843,K03324,phosphate:Na+ symporter,K03324
2641955848,K02884,large subunit ribosomal protein L19,K02884
2641955860,K24138,glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27],K24138
2641955865,K00957,sulfate adenylyltransferase subunit 2 [EC:2.7.7.4],K00957
2641955879,K00287,dihydrofolate reductase [EC:1.5.1.3],K00287
2641955897,K03665,GTPase,K03665
2641955913,K06213,magnesium transporter,K06213
2641955916,K07341,death on curing protein,K07341
2641955947,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641955952,K07498,putative transposase,K07498
2641955963,K15539,cytoskeleton protein RodZ,K15539
2641955969,K02888,large subunit ribosomal protein L21,K02888
2641955979,K07275,outer membrane protein,K07275
2641955984,K02600,transcription termination/antitermination protein NusA,K02600
2641955985,K02600,transcription termination/antitermination protein NusA,K02600
2641955990,K03043,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],K03043
2641956003,K01588,5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18],K01588
2641956014,K09882,cobaltochelatase CobS [EC:6.6.1.2],K09882
2641956017,K03924,MoxR-like ATPase [EC:3.6.3.-],K03924
2641956051,K04079,molecular chaperone HtpG,K04079
2641956060,K01372,bleomycin hydrolase [EC:3.4.22.40],K01372
2641956085,K09705,uncharacterized protein,K09705
2641956106,K18990,"membrane fusion protein, multidrug efflux system",K18990
2641956116,K01803,triosephosphate isomerase (TIM) [EC:5.3.1.1],K01803
2641956162,K01406,serralysin [EC:3.4.24.40],K01406
2641956170,K08602,oligoendopeptidase F [EC:3.4.24.-],K08602
2641956187,K19353,heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-],K19353
2641956192,K09791,uncharacterized protein,K09791
2641956193,K05838,putative thioredoxin,K05838
2641956196,K03569,rod shape-determining protein MreB and related proteins,K03569
2641956197,K03570,rod shape-determining protein MreC,K03570
2641956213,K02931,large subunit ribosomal protein L5,K02931
2641956214,K02954,small subunit ribosomal protein S14,K02954
2641956225,K15523,protein-ribulosamine 3-kinase [EC:2.7.1.172],K15523
2641956239,K06153,undecaprenyl-diphosphatase [EC:3.6.1.27],K06153
2641956243,K02825,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9],K02825
2641956269,K07729,putative transcriptional regulator,K07729
2641956275,K00973,glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24],K00973
2641956316,K00936,"two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]",K00936
2641956326,K03772,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8],K03772
2641956333,K08307,membrane-bound lytic murein transglycosylase D [EC:4.2.2.-],K08307
2641956343,K03282,large conductance mechanosensitive channel,K03282
2641956356,K00800,3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19],K00800
2641956359,K02601,transcription termination/antitermination protein NusG,K02601
2641956360,K02867,large subunit ribosomal protein L11,K02867
2641956362,K01012,biotin synthase [EC:2.8.1.6],K01012
2641956367,K19304,murein DD-endopeptidase [EC:3.4.24.-],K19304
2641956401,K02959,small subunit ribosomal protein S16,K02959
2641956403,K01923,phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6],K01923
2641956414,K07778,"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]",K07778
2641956424,K07488,transposase,K07488
2641956426,K01185,lysozyme [EC:3.2.1.17],K01185
2641956427,K01921,D-alanine-D-alanine ligase [EC:6.3.2.4],K01921
2641956512,K02111,F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1],K02111
2641956562,K14445,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",K14445
2641956571,K06217,phosphate starvation-inducible protein PhoH and related proteins,K06217
2641956597,K11754,dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17],K11754
2641956624,K01619,deoxyribose-phosphate aldolase [EC:4.1.2.4],K01619
2641956642,K07486,transposase,K07486
2641956645,K04075,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],K04075
2641956671,K00948,ribose-phosphate pyrophosphokinase [EC:2.7.6.1],K00948
2641956692,K00406,cytochrome c oxidase cbb3-type subunit III,K00406
2641956711,K03147,phosphomethylpyrimidine synthase [EC:4.1.99.17],K03147
2641956722,K03593,ATP-binding protein involved in chromosome partitioning,K03593
2641956725,K00297,methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54],K00297
2641956727,K06199,fluoride exporter,K06199
2641956728,K19302,undecaprenyl-diphosphatase [EC:3.6.1.27],K19302
2641956750,K00954,pantetheine-phosphate adenylyltransferase [EC:2.7.7.3],K00954
2641956755,K02892,large subunit ribosomal protein L23,K02892
2641956757,K03639,"GTP 3',8-cyclase [EC:4.1.99.22]",K03639
2641956816,K01610,phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],K01610
2641956823,K01159,crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10],K01159
2641956825,K07493,putative transposase,K07493
2641956826,K14060,putative DNA-invertase from lambdoid prophage Rac,K14060
2641956882,K06991,uncharacterized protein,K06991
2641956903,K03427,type I restriction enzyme M protein [EC:2.1.1.72],K03427
2641956921,K00459,nitronate monooxygenase [EC:1.13.12.16],K00459
2641956964,K03406,methyl-accepting chemotaxis protein,K03406
2641956977,K03286,"OmpA-OmpF porin, OOP family",K03286
2641956979,K18682,ribonucrease Y [EC:3.1.-.-],K18682
2641956980,K01673,carbonic anhydrase [EC:4.2.1.1],K01673
2641956990,K03545,trigger factor,K03545
2641957006,K03495,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,K03495
2641957015,K07498,putative transposase,K07498
2641957051,K01866,tyrosyl-tRNA synthetase [EC:6.1.1.1],K01866
2641957052,K01866,tyrosyl-tRNA synthetase [EC:6.1.1.1],K01866
2641957056,K06941,23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],K06941
2641957066,K00798,cob(I)alamin adenosyltransferase [EC:2.5.1.17],K00798
2641957068,K02600,transcription termination/antitermination protein NusA,K02600
2641957095,K00459,nitronate monooxygenase [EC:1.13.12.16],K00459
2641957102,K07566,L-threonylcarbamoyladenylate synthase [EC:2.7.7.87],K07566
2641957134,K02982,small subunit ribosomal protein S3,K02982
2641957176,K01555,fumarylacetoacetase [EC:3.7.1.2],K01555
2641957178,K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18],K00766
2641957187,K03469,ribonuclease HI [EC:3.1.26.4],K03469
2641957188,K05595,multiple antibiotic resistance protein,K05595
2641957190,K07742,uncharacterized protein,K07742
2641957191,K03701,excinuclease ABC subunit A,K03701
2641957200,K00560,thymidylate synthase [EC:2.1.1.45],K00560
2641957219,K02242,competence protein ComFC,K02242
2641957224,K07027,glycosyltransferase 2 family protein,K07027
2641957239,K00764,amidophosphoribosyltransferase [EC:2.4.2.14],K00764
2641957241,K02838,ribosome recycling factor,K02838
2641957242,K00858,NAD+ kinase [EC:2.7.1.23],K00858
2641957256,K01951,GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],K01951
2641957259,K01591,orotidine-5'-phosphate decarboxylase [EC:4.1.1.23],K01591
2641957321,K04083,molecular chaperone Hsp33,K04083
2641957338,K01153,"type I restriction enzyme, R subunit [EC:3.1.21.3]",K01153
2641957361,K01872,alanyl-tRNA synthetase [EC:6.1.1.7],K01872
2641957365,K18682,ribonucrease Y [EC:3.1.-.-],K18682
2641957372,K01915,glutamine synthetase [EC:6.3.1.2],K01915
2641957375,K01519,XTP/dITP diphosphohydrolase [EC:3.6.1.66],K01519
2641957381,K02876,large subunit ribosomal protein L15,K02876
2641957382,K01887,arginyl-tRNA synthetase [EC:6.1.1.19],K01887
2641957385,K01626,3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],K01626
2641957387,K07240,chromate transporter,K07240
2641957439,K07037,cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-],K07037
2641957467,K03559,biopolymer transport protein ExbD,K03559
2641957475,K00831,phosphoserine aminotransferase [EC:2.6.1.52],K00831
2641957485,K09747,nucleoid-associated protein EbfC,K09747
2641957494,K02197,cytochrome c-type biogenesis protein CcmE,K02197
2641957506,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",K03088
2641957517,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19],K00767
2641957522,K03424,TatD DNase family protein [EC:3.1.21.-],K03424
2641957530,K15916,glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8],K15916
2641957563,K02895,large subunit ribosomal protein L24,K02895
2641957566,K02495,oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3],K02495
2641957574,K03553,recombination protein RecA,K03553
2641957579,K09964,uncharacterized protein,K09964
2641957610,K00936,"two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]",K00936
2641957615,K03925,transcriptional regulator MraZ,K03925
2641957629,K02687,ribosomal protein L11 methyltransferase [EC:2.1.1.-],K02687
2641957642,K03704,cold shock protein,K03704
2641957670,K03092,RNA polymerase sigma-54 factor,K03092
2641957698,K01935,dethiobiotin synthetase [EC:6.3.3.3],K01935
2641957699,K02836,peptide chain release factor 2,K02836
2641957705,K05896,segregation and condensation protein A,K05896
2641957735,K01000,phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],K01000
2641957744,K08976,putative membrane protein,K08976
2641957765,K08311,putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-],K08311
2641957769,K03628,transcription termination factor Rho,K03628
2641957775,K07462,single-stranded-DNA-specific exonuclease [EC:3.1.-.-],K07462
2641957785,K09001,anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170],K09001
2641957809,K05808,putative sigma-54 modulation protein,K05808
2641957826,K07462,single-stranded-DNA-specific exonuclease [EC:3.1.-.-],K07462
2641957842,K09117,uncharacterized protein,K09117
2641957843,K03558,membrane protein required for colicin V production,K03558
2641957851,K07106,N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126],K07106
2641957870,K07735,putative transcriptional regulator,K07735
2641957883,K03274,ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20],K03274
2641957889,K01920,glutathione synthase [EC:6.3.2.3],K01920
2641957890,K04065,hyperosmotically inducible periplasmic protein,K04065
2641957902,K01935,dethiobiotin synthetase [EC:6.3.3.3],K01935
2641957926,K01056,"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]",K01056
2641957949,K00390,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],K00390
2641958020,K03286,"OmpA-OmpF porin, OOP family",K03286
2641958025,K07052,CAAX protease family protein,K07052
2641958055,K00641,homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],K00641
2641958056,K00641,homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],K00641
2641958083,K02520,translation initiation factor IF-3,K02520
2641958112,K04564,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",K04564
2641958113,K03386,peroxiredoxin 2/4 [EC:1.11.1.24],K03386
2641958141,K04759,ferrous iron transport protein B,K04759
2641958145,K07301,cation:H+ antiporter,K07301
2641958146,K03116,sec-independent protein translocase protein TatA,K03116
2641958153,K01154,"type I restriction enzyme, S subunit [EC:3.1.21.3]",K01154
2641958166,K04750,PhnB protein,K04750
2641958194,K03531,cell division protein FtsZ,K03531
2641958199,K02986,small subunit ribosomal protein S4,K02986
2641958234,K03704,cold shock protein,K03704
2641958236,K01772,protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9],K01772
2641958262,K02109,F-type H+-transporting ATPase subunit b,K02109
2641958264,K02906,large subunit ribosomal protein L3,K02906
2641958301,K03705,heat-inducible transcriptional repressor,K03705
2641958319,K00872,homoserine kinase [EC:2.7.1.39],K00872
2641958323,K03273,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]",K03273
2641958334,K02557,chemotaxis protein MotB,K02557
2641958374,K03687,molecular chaperone GrpE,K03687
2641958380,K02346,DNA polymerase IV [EC:2.7.7.7],K02346
2641958404,K09991,uncharacterized protein,K09991
2641958422,K09013,Fe-S cluster assembly ATP-binding protein,K09013
2641958427,K02990,small subunit ribosomal protein S6,K02990
2641958436,K07461,putative endonuclease,K07461
2641958457,K07390,monothiol glutaredoxin,K07390
2641958484,K07071,uncharacterized protein,K07071
2641958486,K02379,FdhD protein,K02379
2641958490,K00290,"saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]",K00290
2641958500,K07082,UPF0755 protein,K07082
2641958502,K01889,phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20],K01889
2641958561,K01872,alanyl-tRNA synthetase [EC:6.1.1.7],K01872
2641958572,K02510,4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],K02510
2641958612,K03118,sec-independent protein translocase protein TatC,K03118
2641958620,K00451,"homogentisate 1,2-dioxygenase [EC:1.13.11.5]",K00451
2641958636,K02963,small subunit ribosomal protein S18,K02963
2641958637,K02939,large subunit ribosomal protein L9,K02939
2641958638,K02939,large subunit ribosomal protein L9,K02939
2641958676,K00428,cytochrome c peroxidase [EC:1.11.1.5],K00428
2641958686,K08640,zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],K08640
2641958697,K02950,small subunit ribosomal protein S12,K02950
2641958724,K22074,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",K22074
2641958732,K03526,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3],K03526
2641958733,K00432,glutathione peroxidase [EC:1.11.1.9],K00432
2641958745,K03216,tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207],K03216
2641958746,K03286,"OmpA-OmpF porin, OOP family",K03286
2641958758,K00174,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11],K00174
2641958772,K02876,large subunit ribosomal protein L15,K02876
2641958807,K02609,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",K02609
2641958839,K09001,anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170],K09001
2641958842,K03466,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",K03466
2641958859,K07040,DUF177 domain-containing protein,K07040
2641958872,K03972,phage shock protein E,K03972
2641958889,K03111,single-strand DNA-binding protein,K03111
2641958892,K09888,cell division protein ZapA,K09888
2641958894,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],K01934
2641958897,K07165,transmembrane sensor,K07165
2641958908,K06891,ATP-dependent Clp protease adaptor protein ClpS,K06891
2641958941,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],K00075
2641958964,K02520,translation initiation factor IF-3,K02520
2641958965,K00978,glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33],K00978
2641958977,K10947,"PadR family transcriptional regulator, regulatory protein PadR",K10947
2641958983,K06997,PLP dependent protein,K06997
2641958989,K02492,glutamyl-tRNA reductase [EC:1.2.1.70],K02492
2641958995,K06187,recombination protein RecR,K06187
2641959003,K03664,SsrA-binding protein,K03664
2641959016,K03744,LemA protein,K03744
2641959032,K00981,phosphatidate cytidylyltransferase [EC:2.7.7.41],K00981
2641959035,K01810,glucose-6-phosphate isomerase [EC:5.3.1.9],K01810
2641959046,K01887,arginyl-tRNA synthetase [EC:6.1.1.19],K01887
2641959058,K02259,heme a synthase [EC:1.17.99.9],K02259
2641959090,K01519,XTP/dITP diphosphohydrolase [EC:3.6.1.66],K01519
